timestamp,open,high,low,close,volume,adjclose,date,Year,GDP_USD,daily_return,MA7_adjclose,MA30_adjclose,volatility30,GDP_growth_YoY,adjclose_lag1,month,day_of_week
1589463000,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,158929200,75.22357177734375,2020-05-14 13:30:00,2020,21354105000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3
1589549400,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,166348400,74.77886199951172,2020-05-15 13:30:00,2020,21354105000000.0,-0.005911840761142484,0.0,0.0,0.0,0.0,75.22357177734375,5,4
1589808600,78.2925033569336,79.125,77.58000183105469,78.73999786376953,135178400,76.54073333740234,2020-05-18 13:30:00,2020,21354105000000.0,0.023561087863334107,0.0,0.0,0.0,0.0,74.77886199951172,5,0
1589895000,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,101729600,76.09842681884766,2020-05-19 13:30:00,2020,21354105000000.0,-0.005778707614479406,0.0,0.0,0.0,0.0,76.54073333740234,5,1
1589981400,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,111504800,77.57839965820312,2020-05-20 13:30:00,2020,21354105000000.0,0.01944813974773152,0.0,0.0,0.0,0.0,76.09842681884766,5,2
1590067800,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,102688800,77.00003051757812,2020-05-21 13:30:00,2020,21354105000000.0,-0.0074552857905446634,0.0,0.0,0.0,0.0,77.57839965820312,5,3
1590154200,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,81803200,77.49578094482422,2020-05-22 13:30:00,2020,21354105000000.0,0.006438314685250912,76.38797215053013,0.0,0.0,0.0,77.00003051757812,5,4
1590499800,80.875,81.05999755859375,79.125,79.18250274658203,125522000,76.97087097167969,2020-05-26 13:30:00,2020,21354105000000.0,-0.006773400651556183,76.63758632114956,0.0,0.0,0.0,77.49578094482422,5,1
1590586200,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,112945200,77.30622100830078,2020-05-27 13:30:00,2020,21354105000000.0,0.0043568434706224846,76.99863760811942,0.0,0.0,0.0,76.97087097167969,5,2
1590672600,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,133560800,77.34024047851562,2020-05-28 13:30:00,2020,21354105000000.0,0.00044006122367812317,77.11285291399274,0.0,0.0,0.0,77.30622100830078,5,3
1590759000,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,153532400,77.26492309570312,2020-05-29 13:30:00,2020,21354105000000.0,-0.0009738446938682976,77.27949523925781,0.0,0.0,0.0,77.34024047851562,5,4
1591018200,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,80791200,78.21510314941406,2020-06-01 13:30:00,2020,21354105000000.0,0.012297689761937791,77.37045288085938,0.0,0.0,0.0,77.26492309570312,6,0
1591104600,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,87642800,78.57720184326172,2020-06-02 13:30:00,2020,21354105000000.0,0.004629523957232928,77.59576307024274,0.0,0.0,0.0,78.21510314941406,6,1
1591191000,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,104491200,79.00978088378906,2020-06-03 13:30:00,2020,21354105000000.0,0.005505146917679893,77.81204877580915,0.0,0.0,0.0,78.57720184326172,6,2
1591277400,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,87560400,78.3293228149414,2020-06-04 13:30:00,2020,21354105000000.0,-0.008612326995926067,78.00611332484654,0.0,0.0,0.0,79.00978088378906,6,3
1591363800,80.8375015258789,82.9375,80.80750274658203,82.875,137250400,80.56022644042969,2020-06-05 13:30:00,2020,21354105000000.0,0.028481078928244363,78.4709712437221,0.0,0.0,0.0,78.3293228149414,6,4
1591623000,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,95654400,81.03653717041016,2020-06-08 13:30:00,2020,21354105000000.0,0.0059124800292447155,78.99901362827846,0.0,0.0,0.0,80.56022644042969,6,0
1591709400,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,147712400,83.59551239013672,2020-06-09 13:30:00,2020,21354105000000.0,0.03157804256054697,79.90338352748326,0.0,0.0,0.0,81.03653717041016,6,1
1591795800,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,166651600,85.74623107910156,2020-06-10 13:30:00,2020,21354105000000.0,0.025727681157422966,80.97925894601005,0.0,0.0,0.0,83.59551239013672,6,2
1591882200,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,201662400,81.6295166015625,2020-06-11 13:30:00,2020,21354105000000.0,-0.048010442275198795,81.41530391148159,0.0,0.0,0.0,85.74623107910156,6,3
1591968600,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,200146000,82.33426666259766,2020-06-12 13:30:00,2020,21354105000000.0,0.008633519961597669,81.89023045131138,0.0,0.0,0.0,81.6295166015625,6,4
1592227800,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,138808800,83.35249328613281,2020-06-15 13:30:00,2020,21354105000000.0,0.012366984790279423,82.60782623291016,0.0,0.0,0.0,82.33426666259766,6,0
1592314200,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,165428800,85.56153106689453,2020-06-16 13:30:00,2020,21354105000000.0,0.02650235996154926,83.32229832240513,0.0,0.0,0.0,83.35249328613281,6,1
1592400600,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,114406400,85.44244384765625,2020-06-17 13:30:00,2020,21354105000000.0,-0.0013918313259866366,83.95171356201172,0.0,0.0,0.0,85.56153106689453,6,2
1592487000,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,96820400,85.4764633178711,2020-06-18 13:30:00,2020,21354105000000.0,0.00039815656812791644,84.22042083740234,0.0,0.0,0.0,85.44244384765625,6,3
1592573400,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,264476000,84.98800659179688,2020-06-19 13:30:00,2020,21354105000000.0,-0.005714517273108677,84.11210305350167,0.0,0.0,0.0,85.4764633178711,6,4
1592832600,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,135445200,87.21163177490234,2020-06-22 13:30:00,2020,21354105000000.0,0.02616398798227726,84.9095480782645,0.0,0.0,0.0,84.98800659179688,6,0
1592919000,91.0,93.09500122070312,90.56749725341795,91.63249969482422,212155600,89.0731201171875,2020-06-23 13:30:00,2020,21354105000000.0,0.021344496191628926,85.8722414289202,0.0,0.0,0.0,87.21163177490234,6,1
1593005400,91.25,92.19750213623048,89.62999725341797,90.01499938964844,192623200,87.50080108642578,2020-06-24 13:30:00,2020,21354105000000.0,-0.017652003530280846,86.46485682896206,0.0,0.0,0.0,89.0731201171875,6,2
1593091800,90.1750030517578,91.25,89.39250183105469,91.20999908447266,137522400,88.66241455078125,2020-06-25 13:30:00,2020,21354105000000.0,0.013275460909302206,86.90784018380302,80.99668884277344,0.0,0.0,87.50080108642578,6,3
1593178200,91.10250091552734,91.33000183105467,88.25499725341797,88.40750122070312,205256800,85.93822479248047,2020-06-26 13:30:00,2020,21354105000000.0,-0.030725418116608005,86.97866603306362,81.353843943278,0.017766068578716238,0.0,88.66241455078125,6,4
1593437400,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,130646000,87.91879272460938,2020-06-29 13:30:00,2020,21354105000000.0,0.0230464142924931,87.32757023402623,81.79184163411459,0.017960745223622794,0.0,85.93822479248047,6,0
1593523800,90.0199966430664,91.49500274658205,90.0,91.1999969482422,140223200,88.65269470214844,2020-06-30 13:30:00,2020,21354105000000.0,0.008347498353826088,87.8510971069336,82.19557367960611,0.017647214681299872,0.0,87.91879272460938,6,1
1593610200,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,110737200,88.4850082397461,2020-07-01 13:30:00,2020,21354105000000.0,-0.001891498763412991,88.0330080304827,82.6084597269694,0.017579025398778435,0.0,88.65269470214844,7,2
1593696600,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,114041600,88.4850082397461,2020-07-02 13:30:00,2020,21354105000000.0,0.0,87.94899204799107,82.97201334635416,0.017392692771565247,0.0,88.4850082397461,7,3
1594042200,92.5,93.94499969482422,92.46749877929688,93.4625015258789,118655600,90.8520050048828,2020-07-06 13:30:00,2020,21354105000000.0,0.02675025761113603,88.42773546491351,83.43374582926432,0.01769762511439935,0.0,88.4850082397461,7,0
1594128600,93.85250091552734,94.65499877929688,93.05750274658205,93.17250061035156,112424400,90.5701141357422,2020-07-07 13:30:00,2020,21354105000000.0,-0.003102747915419646,88.70026397705078,83.86955693562825,0.01776914372095955,0.0,90.8520050048828,7,1
1594215000,94.18000030517578,95.375,94.08999633789062,95.34249877929688,117092000,92.67949676513672,2020-07-08 13:30:00,2020,21354105000000.0,0.0232900515752148,89.66330283028739,84.39317779541015,0.017908245180731478,0.0,90.5701141357422,7,2
1594301400,96.2624969482422,96.31749725341795,94.67250061035156,95.75250244140624,125642800,93.07804107666016,2020-07-09 13:30:00,2020,21354105000000.0,0.004300242507071506,90.40033830915179,84.91890513102213,0.01790846710685052,0.0,92.67949676513672,7,3
1594387800,95.33499908447266,95.9800033569336,94.70500183105467,95.91999816894533,90257200,93.2408676147461,2020-07-10 13:30:00,2020,21354105000000.0,0.0017493550165268434,91.05579158238002,85.44892603556315,0.017895123291134993,0.0,93.07804107666016,7,4
1594647000,97.26499938964844,99.95500183105467,95.25749969482422,95.47750091552734,191649200,92.81072235107422,2020-07-13 13:30:00,2020,21354105000000.0,-0.004613269638900741,91.67375074114118,85.96711934407553,0.01795911015031312,0.0,93.2408676147461,7,0
1594733400,94.83999633789062,97.25499725341795,93.87750244140624,97.05750274658205,170989200,94.34661102294922,2020-07-14 13:30:00,2020,21354105000000.0,0.016548612412100594,92.51112256731305,86.50483627319336,0.01802482591924899,0.0,92.81072235107422,7,1
1594819800,98.98999786376952,99.24749755859376,96.48999786376952,97.7249984741211,153198000,94.99545288085938,2020-07-15 13:30:00,2020,21354105000000.0,0.006877214251525432,93.10304369245257,87.05211130777995,0.018021764056952407,0.0,94.34661102294922,7,2
1594906200,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,110577600,93.82652282714844,2020-07-16 13:30:00,2020,21354105000000.0,-0.012305115858302962,93.56824493408203,87.54600270589192,0.018346197064194106,0.0,94.99545288085938,7,3
1594992600,96.9875030517578,97.14749908447266,95.83999633789062,96.32749938964844,92186800,93.636962890625,2020-07-17 13:30:00,2020,21354105000000.0,-0.002020323580280703,93.70502580915179,88.05625737508139,0.018205209684601997,0.0,93.82652282714844,7,4
1595251800,96.4175033569336,98.5,96.0625,98.35749816894533,90318000,95.61028289794922,2020-07-20 13:30:00,2020,21354105000000.0,0.0210741564699104,94.0667746407645,88.55792592366537,0.01793991123006634,0.0,93.636962890625,7,0
1595338200,99.17250061035156,99.25,96.74250030517578,97.0,103433200,94.29071044921876,2020-07-21 13:30:00,2020,21354105000000.0,-0.013801574566397967,94.21675218854632,88.99973169962566,0.018296277326802234,0.0,95.61028289794922,7,1
1595424600,96.69249725341795,97.9749984741211,96.60250091552734,97.27249908447266,89001600,94.55558013916016,2020-07-22 13:30:00,2020,21354105000000.0,0.002809075132423011,94.4660175868443,89.36506729125976,0.017608399637512026,0.0,94.29071044921876,7,2
1595511000,96.99749755859376,97.07749938964844,92.01000213623048,92.84500122070312,197004400,90.25174713134766,2020-07-23 13:30:00,2020,21354105000000.0,-0.04551643595733246,93.88103703090123,89.51525115966797,0.019333816610851783,0.0,94.55558013916016,7,3
1595597400,90.9875030517578,92.97000122070312,89.1449966430664,92.61499786376952,185438800,90.02818298339844,2020-07-24 13:30:00,2020,21354105000000.0,-0.002477117120224359,93.17142704554966,89.79520670572917,0.01691755509010643,0.0,90.25174713134766,7,4
1595856600,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859376,121214000,92.161865234375,2020-07-27 13:30:00,2020,21354105000000.0,0.02370015899765554,92.9336188180106,90.12279332478842,0.017297377917323845,0.0,90.02818298339844,7,0
1595943000,94.36750030517578,94.5500030517578,93.24749755859376,93.25250244140624,103625600,90.64786529541016,2020-07-28 13:30:00,2020,21354105000000.0,-0.01642761824659933,92.50660487583706,90.36597239176432,0.01760809210884166,0.0,92.161865234375,7,1
1596029400,93.75,95.2300033569336,93.7125015258789,95.04000091552734,90329200,92.38544464111328,2020-07-29 13:30:00,2020,21354105000000.0,0.0191684530026226,92.04591369628906,90.59343617757162,0.017318370354961348,0.0,90.64786529541016,7,2
1596115800,94.1875,96.29750061035156,93.76750183105467,96.19000244140624,158130000,93.50332641601562,2020-07-30 13:30:00,2020,21354105000000.0,0.012100193696582107,91.93343026297433,90.8621322631836,0.017383327064558952,0.0,92.38544464111328,7,3
1596202200,102.88500213623048,106.41500091552734,100.8249969482422,106.26000213623048,374336800,103.29206848144533,2020-07-31 13:30:00,2020,21354105000000.0,0.10468870403473729,93.18150002615792,91.45598576863607,0.02539470700107188,0.0,93.50332641601562,7,4
1596461400,108.1999969482422,111.6374969482422,107.89250183105467,108.9375,308151200,105.89478302001952,2020-08-03 13:30:00,2020,21354105000000.0,0.025197622400617625,95.41621943882534,92.15287831624349,0.02550333446304937,0.0,103.29206848144533,8,0
1596547800,109.13249969482422,110.79000091552734,108.3874969482422,109.66500091552734,173071600,106.60196685791016,2020-08-04 13:30:00,2020,21354105000000.0,0.006678174483411015,97.78390284946987,92.79922281901041,0.025262907405417215,0.0,105.89478302001952,8,1
1596634200,109.37750244140624,110.39250183105467,108.89749908447266,110.0625,121776800,106.98834228515624,2020-08-05 13:30:00,2020,21354105000000.0,0.003624468090359656,99.90197099958148,93.39639689127604,0.025123056546948828,0.0,106.60196685791016,8,2
1596720600,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,202428800,110.72108459472656,2020-08-06 13:30:00,2020,21354105000000.0,0.03488924334972343,102.76957375662667,94.17040634155273,0.025218057610140128,0.0,106.98834228515624,8,3
1596807000,113.20500183105467,113.6750030517578,110.2925033569336,111.1125030517578,198045600,108.20377349853516,2020-08-07 13:30:00,2020,21354105000000.0,-0.02273560727304602,105.02933502197266,94.82178497314453,0.02581682757077038,0.0,110.72108459472656,8,4
1597066200,112.5999984741211,113.7750015258789,110.0,112.72750091552734,212403600,109.77650451660156,2020-08-10 13:30:00,2020,21354105000000.0,0.014534899913520194,107.35407475062779,95.6163942972819,0.024841828807175267,0.0,108.20377349853516,8,0
