timestamp,open,high,low,close,volume,adjclose,date,Year,GDP_USD
1589463000,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,158929200,75.22357177734375,2020-05-14 13:30:00,2020,21354105000000.0
1589549400,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,166348400,74.77886199951172,2020-05-15 13:30:00,2020,21354105000000.0
1589808600,78.2925033569336,79.125,77.58000183105469,78.73999786376953,135178400,76.54073333740234,2020-05-18 13:30:00,2020,21354105000000.0
1589895000,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,101729600,76.09842681884766,2020-05-19 13:30:00,2020,21354105000000.0
1589981400,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,111504800,77.57839965820312,2020-05-20 13:30:00,2020,21354105000000.0
1590067800,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,102688800,77.00003051757812,2020-05-21 13:30:00,2020,21354105000000.0
1590154200,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,81803200,77.49578094482422,2020-05-22 13:30:00,2020,21354105000000.0
1590499800,80.875,81.05999755859375,79.125,79.18250274658203,125522000,76.97087097167969,2020-05-26 13:30:00,2020,21354105000000.0
1590586200,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,112945200,77.30622100830078,2020-05-27 13:30:00,2020,21354105000000.0
1590672600,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,133560800,77.34024047851562,2020-05-28 13:30:00,2020,21354105000000.0
1590759000,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,153532400,77.26492309570312,2020-05-29 13:30:00,2020,21354105000000.0
1591018200,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,80791200,78.21510314941406,2020-06-01 13:30:00,2020,21354105000000.0
1591104600,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,87642800,78.57720184326172,2020-06-02 13:30:00,2020,21354105000000.0
1591191000,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,104491200,79.00978088378906,2020-06-03 13:30:00,2020,21354105000000.0
1591277400,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,87560400,78.3293228149414,2020-06-04 13:30:00,2020,21354105000000.0
1591363800,80.8375015258789,82.9375,80.80750274658203,82.875,137250400,80.56022644042969,2020-06-05 13:30:00,2020,21354105000000.0
1591623000,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,95654400,81.03653717041016,2020-06-08 13:30:00,2020,21354105000000.0
1591709400,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,147712400,83.59551239013672,2020-06-09 13:30:00,2020,21354105000000.0
1591795800,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,166651600,85.74623107910156,2020-06-10 13:30:00,2020,21354105000000.0
1591882200,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,201662400,81.6295166015625,2020-06-11 13:30:00,2020,21354105000000.0
1591968600,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,200146000,82.33426666259766,2020-06-12 13:30:00,2020,21354105000000.0
1592227800,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,138808800,83.35249328613281,2020-06-15 13:30:00,2020,21354105000000.0
1592314200,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,165428800,85.56153106689453,2020-06-16 13:30:00,2020,21354105000000.0
1592400600,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,114406400,85.44244384765625,2020-06-17 13:30:00,2020,21354105000000.0
1592487000,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,96820400,85.4764633178711,2020-06-18 13:30:00,2020,21354105000000.0
1592573400,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,264476000,84.98800659179688,2020-06-19 13:30:00,2020,21354105000000.0
1592832600,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,135445200,87.21163177490234,2020-06-22 13:30:00,2020,21354105000000.0
1592919000,91.0,93.09500122070312,90.56749725341797,91.63249969482422,212155600,89.0731201171875,2020-06-23 13:30:00,2020,21354105000000.0
1593005400,91.25,92.19750213623047,89.62999725341797,90.01499938964844,192623200,87.50080108642578,2020-06-24 13:30:00,2020,21354105000000.0
1593091800,90.17500305175781,91.25,89.39250183105469,91.20999908447266,137522400,88.66241455078125,2020-06-25 13:30:00,2020,21354105000000.0
1593178200,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,205256800,85.93822479248047,2020-06-26 13:30:00,2020,21354105000000.0
1593437400,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,130646000,87.91879272460938,2020-06-29 13:30:00,2020,21354105000000.0
1593523800,90.0199966430664,91.49500274658203,90.0,91.19999694824219,140223200,88.65269470214844,2020-06-30 13:30:00,2020,21354105000000.0
1593610200,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,110737200,88.4850082397461,2020-07-01 13:30:00,2020,21354105000000.0
1593696600,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,114041600,88.4850082397461,2020-07-02 13:30:00,2020,21354105000000.0
1594042200,92.5,93.94499969482422,92.46749877929688,93.4625015258789,118655600,90.85200500488281,2020-07-06 13:30:00,2020,21354105000000.0
1594128600,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,112424400,90.57011413574219,2020-07-07 13:30:00,2020,21354105000000.0
1594215000,94.18000030517578,95.375,94.08999633789062,95.34249877929688,117092000,92.67949676513672,2020-07-08 13:30:00,2020,21354105000000.0
1594301400,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,125642800,93.07804107666016,2020-07-09 13:30:00,2020,21354105000000.0
1594387800,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,90257200,93.2408676147461,2020-07-10 13:30:00,2020,21354105000000.0
1594647000,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,191649200,92.81072235107422,2020-07-13 13:30:00,2020,21354105000000.0
1594733400,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,170989200,94.34661102294922,2020-07-14 13:30:00,2020,21354105000000.0
1594819800,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,153198000,94.99545288085938,2020-07-15 13:30:00,2020,21354105000000.0
1594906200,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,110577600,93.82652282714844,2020-07-16 13:30:00,2020,21354105000000.0
1594992600,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,92186800,93.636962890625,2020-07-17 13:30:00,2020,21354105000000.0
1595251800,96.4175033569336,98.5,96.0625,98.35749816894531,90318000,95.61028289794922,2020-07-20 13:30:00,2020,21354105000000.0
1595338200,99.17250061035156,99.25,96.74250030517578,97.0,103433200,94.29071044921875,2020-07-21 13:30:00,2020,21354105000000.0
1595424600,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,89001600,94.55558013916016,2020-07-22 13:30:00,2020,21354105000000.0
1595511000,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,197004400,90.25174713134766,2020-07-23 13:30:00,2020,21354105000000.0
1595597400,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,185438800,90.02818298339844,2020-07-24 13:30:00,2020,21354105000000.0
1595856600,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,121214000,92.161865234375,2020-07-27 13:30:00,2020,21354105000000.0
1595943000,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,103625600,90.64786529541016,2020-07-28 13:30:00,2020,21354105000000.0
1596029400,93.75,95.2300033569336,93.7125015258789,95.04000091552734,90329200,92.38544464111328,2020-07-29 13:30:00,2020,21354105000000.0
1596115800,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,158130000,93.50332641601562,2020-07-30 13:30:00,2020,21354105000000.0
1596202200,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,374336800,103.29206848144531,2020-07-31 13:30:00,2020,21354105000000.0
1596461400,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,308151200,105.89478302001953,2020-08-03 13:30:00,2020,21354105000000.0
1596547800,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,173071600,106.60196685791016,2020-08-04 13:30:00,2020,21354105000000.0
1596634200,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,121776800,106.98834228515625,2020-08-05 13:30:00,2020,21354105000000.0
1596720600,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,202428800,110.72108459472656,2020-08-06 13:30:00,2020,21354105000000.0
1596807000,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,198045600,108.20377349853516,2020-08-07 13:30:00,2020,21354105000000.0
1597066200,112.5999984741211,113.7750015258789,110.0,112.72750091552734,212403600,109.77650451660156,2020-08-10 13:30:00,2020,21354105000000.0
1597152600,111.97000122070312,112.48249816894531,109.10749816894531,109.375,187902400,106.51175689697266,2020-08-11 13:30:00,2020,21354105000000.0
1597239000,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,165598000,110.05159759521484,2020-08-12 13:30:00,2020,21354105000000.0
1597325400,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,210082000,111.99922943115234,2020-08-13 13:30:00,2020,21354105000000.0
1597411800,114.83000183105469,115.0,113.04499816894531,114.90750122070312,165565200,111.89942932128906,2020-08-14 13:30:00,2020,21354105000000.0
1597671000,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,119561600,111.60729217529297,2020-08-17 13:30:00,2020,21354105000000.0
1597757400,114.35250091552734,116.0,114.00749969482422,115.5625,105633600,112.53728485107422,2020-08-18 13:30:00,2020,21354105000000.0
1597843800,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,145538000,112.67845916748047,2020-08-19 13:30:00,2020,21354105000000.0
1597930200,115.75,118.39250183105469,115.73249816894531,118.2750015258789,126907200,115.17876434326172,2020-08-20 13:30:00,2020,21354105000000.0
1598016600,119.26249694824219,124.86750030517578,119.25,124.37000274658203,338054800,121.11421966552734,2020-08-21 13:30:00,2020,21354105000000.0
1598275800,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,345937600,122.56275939941406,2020-08-24 13:30:00,2020,21354105000000.0
1598362200,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,211495600,121.55729675292969,2020-08-25 13:30:00,2020,21354105000000.0
